,Auc,Accuracy,F1,Precision,Recall
PCA 2 Components,0.9822880276108397,0.9464285714285715,0.9568219000162351,0.9176969908916053,1.0
FA 2 Factors,0.9849428620160328,0.9321428571428572,0.9473913071652778,0.9023312305809246,1.0
PPCA 2 Components,0.970043936248854,0.9285714285714285,0.9352842460671937,0.9651920122887864,0.9132927653820149
