,Auc,Accuracy,F1,Precision,Recall
PCA 4 Components,0.9885525504068026,0.9035714285714287,0.9264818825794435,0.8708283040229186,1.0
FA 2 Factors,0.9849428620160328,0.9321428571428572,0.9473913071652778,0.9023312305809246,1.0
PPCA 7 Components,0.9836940451069973,0.9,0.9154683151594799,0.9685794346978558,0.8687197183330861
